#;Categoria;Nome do táxon (com autoria);Nome em Português;English Name;Vasante  Julho /2023;;;;;;;;;;;;;;;;Seca  Outubro /2023;;;;;;;;;;;;;;;Enchente Março de 2024;;;;;;;;;;;;;;Cheia Dezembro 2024;;;;;;;;;;;;;;;;
;;;;;FOAD;B. sonhos;estrada (mata+comunidade);Sinhá mariana (indo para corixo Leme);Corixo Leme; Rio II                                         Estirão Cumprido/Porto Brandão;;Rio I                       Poço/ Barão;;Mané-Isaque;Rio III              Cuiabá-Mirim;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé cidade;Total 1ª Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme; Rio II                                                     Porto Brandão/ Estirão Cumprido;Rio III;;Mané-Isaque;Rio I;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 2º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 3º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 4º Coleta;;;
2943;Gênero;Cichlocolaptes Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2944;Espécie;Cichlocolaptes mazarbarnetti Barnett & Buzzetti, 2014;trepador-do-nordeste;Cryptic Treehunter;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2945;Espécie;Cichlocolaptes leucophrus (Jardine & Selby, 1830);trepador-sobrancelha;Pale-browed Treehunter;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2948;Gênero;Heliobletus Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2949;Espécie;Heliobletus contaminatus Pelzeln, 1859;trepadorzinho;Sharp-billed Treehunter;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2952;Gênero;Philydor Spix, 1824;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2953;Espécie;Philydor erythrocercum (Pelzeln, 1859);limpa-folha-de-sobre-ruivo;Rufous-rumped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2957;Espécie;Philydor novaesi Teixeira & Gonzaga, 1983;limpa-folha-do-nordeste;Alagoas Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2958;Espécie;Philydor atricapillus (Wied, 1821);limpa-folha-coroado;Black-capped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2959;Espécie;Philydor pyrrhodes (Cabanis, 1848);limpa-folha-vermelho;Cinnamon-rumped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2960;Gênero;Anabacerthia Lafresnaye, 1840;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2961;Espécie;Anabacerthia ruficaudata (d'Orbigny & Lafresnaye, 1838);limpa-folha-de-cauda-ruiva;Rufous-tailed Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2964;Espécie;Anabacerthia amaurotis (Temminck, 1823);limpa-folha-miúdo;White-browed Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2965;Espécie;Anabacerthia lichtensteini (Cabanis & Heine, 1859);limpa-folha-ocráceo;Ochre-breasted Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2966;Gênero;Syndactyla Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2967;Espécie;Syndactyla rufosuperciliata (Lafresnaye, 1832);trepador-quiete;Buff-browed Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2970;Espécie;Syndactyla dimidiata (Pelzeln, 1859);limpa-folha-do-brejo;Russet-mantled Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2971;Espécie;Syndactyla roraimae (Hellmayr, 1917);barranqueiro-de-roraima;White-throated Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2975;Espécie;Syndactyla ucayalae (Chapman, 1928);limpa-folha-de-bico-virado;Peruvian Recurvebill;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2976;Gênero;Ancistrops Sclater, 1862;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2977;Espécie;Ancistrops strigilatus (Spix, 1825);limpa-folha-picanço;Chestnut-winged Hookbill;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2980;Gênero;Dendroma Swainson, 1837;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2981;Espécie;Dendroma rufa (Vieillot, 1818);limpa-folha-de-testa-baia;Buff-fronted Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2985;Espécie;Dendroma erythroptera (Sclater, 1856);limpa-folha-de-asa-castanha;Chestnut-winged Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2988;Gênero;Clibanornis Sclater & Salvin, 1873;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2989;Espécie;Clibanornis rectirostris (Wied, 1831);cisqueiro-do-rio;Chestnut-capped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2990;Espécie;Clibanornis dendrocolaptoides (Pelzeln, 1859);cisqueiro;Canebrake Groundcreeper;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2991;Espécie;Clibanornis obscurus (Pelzeln, 1859);barranqueiro-ferrugem;Dusky Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2994;Espécie;Clibanornis watkinsorum (Hellmayr, 1912);barranqueiro-ferrugem-do-acre;Watkins’s Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2995;Gênero;Automolus Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2996;Espécie;Automolus rufipileatus (Pelzeln, 1859);barranqueiro-de-coroa-castanha;Chestnut-crowned Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
2999;Espécie;Automolus melanopezus (Sclater, 1858);barranqueiro-escuro;Brown-rumped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3000;Espécie;Automolus cervicalis Sclater, 1889;barranqueiro-pardo-do-norte;Olive-capped Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3003;Espécie;Automolus subulatus (Spix, 1824);limpa-folha-riscado;Striped Woodhaunter;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3005;Espécie;Automolus ochrolaemus (Tschudi, 1844);barranqueiro-camurça;Buff-throated Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3009;Espécie;Automolus infuscatus (Sclater, 1856);barranqueiro-pardo;Olive-backed Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3012;Espécie;Automolus paraensis Hartert, 1902;barranqueiro-do-pará;Para Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3013;Espécie;Automolus lammi Zimmer, 1947;barranqueiro-do-nordeste;Pernambuco Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3014;Espécie;Automolus leucophthalmus (Wied, 1821);barranqueiro-de-olho-branco;White-eyed Foliage-gleaner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3017;Subfamília;Synallaxiinae De Selys-Longchamps, 1839;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3018;Gênero;Leptasthenura Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3019;Espécie;Leptasthenura platensis Reichenbach, 1853;rabudinho;Tufted Tit-Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3020;Espécie;Leptasthenura striolata (Pelzeln, 1856);grimpeirinho;Striolated Tit-Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3021;Espécie;Leptasthenura setaria (Temminck, 1824);grimpeiro;Araucaria Tit-Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3022;Gênero;Phacellodomus Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3023;Espécie;Phacellodomus rufifrons (Wied, 1821);joão-de-pau;Rufous-fronted Thornbird;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3027;Espécie;Phacellodomus sibilatrix Sclater, 1879;tio-tio-pequeno;Little Thornbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3028;Espécie;Phacellodomus striaticollis (d'Orbigny & Lafresnaye, 1838);tio-tio;Freckle-breasted Thornbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3029;Espécie;Phacellodomus ruber (Vieillot, 1817);graveteiro;Greater Thornbird;;;;;;;;;;1;;;;;;1;2;3;;;;;;;;;;;;;5;3;;;;;;;;;;;0;2;5;;;;;;;;;;;;;;0;;;
3030;Espécie;Phacellodomus erythrophthalmus (Wied, 1821);joão-botina-da-mata;Orange-eyed Thornbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3031;Espécie;Phacellodomus ferrugineigula (Pelzeln, 1858);joão-botina-do-brejo;Orange-breasted Thornbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3032;Gênero;Anumbius d'Orbigny & Lafresnaye, 1838;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3033;Espécie;Anumbius annumbi (Vieillot, 1817);cochicho;Firewood-Gatherer;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3034;Gênero;Coryphistera Burmeister, 1860;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3035;Espécie;Coryphistera alaudina Burmeister, 1860;corredor-crestudo;Lark-like Brushrunner;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3037;Gênero;Asthenes Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3038;Espécie;Asthenes baeri (Berlepsch, 1906);lenheiro;Short-billed Canastero;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3040;Espécie;Asthenes luizae Vielliard, 1990;lenheiro-da-serra-do-cipó;Cipo Canastero;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3041;Espécie;Asthenes hudsoni (Sclater, 1874);joão-platino;Hudson's Canastero;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3042;Espécie;Asthenes moreirae (Miranda-Ribeiro, 1906);garrincha-chorona;Itatiaia Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3043;Espécie;Asthenes pyrrholeuca (Vieillot, 1817);lenheiro-de-rabo-comprido;Sharp-billed Canastero;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3045;Gênero;Acrobatornis Pacheco, Whitney & Gonzaga, 1996;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3046;Espécie;Acrobatornis fonsecai Pacheco, Whitney & Gonzaga, 1996;acrobata;Pink-legged Graveteiro;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3047;Gênero;Metopothrix Sclater & Salvin, 1866;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3048;Espécie;Metopothrix aurantiaca Sclater & Salvin, 1866;joão-folheiro;Orange-fronted Plushcrown;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3049;Gênero;Roraimia Chapman, 1929;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3050;Espécie;Roraimia adusta (Salvin & Godman, 1884);joão-de-roraima;Roraiman Barbtail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3053;Gênero;Thripophaga Cabanis, 1847;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3054;Espécie;Thripophaga macroura (Wied, 1821);rabo-amarelo;Striated Softtail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3055;Espécie;Thripophaga fusciceps Sclater, 1889;joão-liso;Plain Softtail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3057;Gênero;Limnoctites Hellmayr, 1925;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3058;Espécie;Limnoctites rectirostris (Gould, 1839);arredio-do-gravatá;Straight-billed Reedhaunter;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3059;Espécie;Limnoctites sulphuriferus (Burmeister, 1869);arredio-de-papo-manchado;Sulphur-throated Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3060;Gênero;Cranioleuca Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3061;Espécie;Cranioleuca vulpina (Pelzeln, 1856);arredio-do-rio;Rusty-backed Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3064;Espécie;Cranioleuca vulpecula (Sclater & Salvin, 1866);arredio-de-peito-branco;Parker's Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3065;Espécie;Cranioleuca pyrrhophia (Vieillot, 1818);arredio;Stripe-crowned Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3067;Espécie;Cranioleuca obsoleta (Reichenbach, 1853);arredio-oliváceo;Olive Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3068;Espécie;Cranioleuca pallida (Wied, 1831);arredio-pálido;Pallid Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3069;Espécie;Cranioleuca semicinerea (Reichenbach, 1853);joão-de-cabeça-cinza;Gray-headed Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3072;Espécie;Cranioleuca demissa (Salvin & Godman, 1884);joão-do-tepui;Tepui Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3075;Espécie;Cranioleuca gutturata (d'Orbigny & Lafresnaye, 1838);joão-pintado;Speckled Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3076;Espécie;Cranioleuca muelleri (Hellmayr, 1911);joão-escamoso;Scaled Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3077;Gênero;Spartonoica Peters, 1950;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3078;Espécie;Spartonoica maluroides (d'Orbigny & Lafresnaye, 1837);boininha;Bay-capped Wren-Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3079;Gênero;Pseudoseisura Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3080;Espécie;Pseudoseisura cristata (Spix, 1824);casaca-de-couro;Caatinga Cacholote;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3081;Espécie;Pseudoseisura unirufa (d'Orbigny & Lafresnaye, 1838);casaca-de-couro-de-crista-cinza;Rufous Cacholote;4;;;;;1;;;;;;3;1;;5;14;3;4;;;;2;;;;1;;;;;10;4;;;;;;;;;;;;;4;1;;;;;;;;2;;;;;3;;;
3082;Espécie;Pseudoseisura lophotes (Reichenbach, 1853);coperete;Brown Cacholote;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3084;Gênero;Certhiaxis Lesson, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3085;Espécie;Certhiaxis cinnamomeus (Gmelin, 1788);curutié;Yellow-chinned Spinetail;1;;;;;;;;;;;;;;;1;;;;;5;;2;;;;;11;1;1;20;;;;;;;;;;;;;;0;;;;;;1;;;;;1;;;2;;;
3090;Espécie;Certhiaxis mustelinus (Sclater, 1874);joão-da-canarana;Red-and-white Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3091;Gênero;Mazaria Claramunt, 2014;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3092;Espécie;Mazaria propinqua (Pelzeln, 1859);joão-de-barriga-branca;White-bellied Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3093;Gênero;Schoeniophylax Ridgway, 1909;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3094;Espécie;Schoeniophylax phryganophilus (Vieillot, 1817);bichoita;Chotoy Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3097;Gênero;Synallaxis Vieillot, 1818;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3098;Espécie;Synallaxis scutata Sclater, 1859;estrelinha-preta;Ochre-cheeked Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3102;Espécie;Synallaxis cinerascens Temminck, 1823;pi-puí;Gray-bellied Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3103;Espécie;Synallaxis gujanensis (Gmelin, 1789);joão-teneném-becuá;Plain-crowned Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3106;Espécie;Synallaxis simoni Hellmayr, 1907;joão-do-araguaia;Araguaia Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3107;Espécie;Synallaxis albilora Pelzeln, 1856;joão-do-pantanal;White-lored Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;2;2;0;4;;5;;;13;;;;;;2;;;1;;;;;3;;;
3108;Espécie;Synallaxis hellmayri Reiser, 1905;joão-xique-xique;Red-shouldered Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3109;Espécie;Synallaxis sp. [cabanisi sensu Zimmer et al. 1997];joão-do-norte;Amazonian Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3110;Espécie;Synallaxis ruficapilla Vieillot, 1819;pichororé;Rufous-capped Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3111;Espécie;Synallaxis cinerea Wied, 1831;joão-baiano;Bahia Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3112;Espécie;Synallaxis infuscata Pinto, 1950;tatac;Pinto's Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3113;Espécie;Synallaxis macconnelli Chubb, 1919;joão-escuro;McConnell's Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3116;Espécie;Synallaxis hypospodia Sclater, 1874;joão-grilo;Cinereous-breasted Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;1;;;;;1;;2;;;;;;;;;;;;;;0;;;
3117;Espécie;Synallaxis spixi Sclater, 1856;joão-teneném;Spix's Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3118;Espécie;Synallaxis albigularis Sclater, 1858;joão-de-peito-escuro;Dark-breasted Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3120;Espécie;Synallaxis albescens Temminck, 1823;uí-pi;Pale-breasted Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3125;Espécie;Synallaxis frontalis Pelzeln, 1859;petrim;Sooty-fronted Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3126;Espécie;Synallaxis kollari Pelzeln, 1856;joão-de-barba-grisalha;Hoary-throated Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3127;Espécie;Synallaxis rutilans Temminck, 1823;joão-teneném-castanho;Ruddy Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3134;Espécie;Synallaxis cherriei Gyldenstolpe, 1930;puruchém;Chestnut-throated Spinetail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3138;Família;Pipridae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
